object_id,name,location_label,location_name,type,accession,negative_number,upload_fname
4707,"H1 T. Gaddé, #17 - Gaddé Period II House",,,,1938.5999.4646'142,1938.5999.4646'143,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'143 -object-id-4707.jpg"
4708,"H1 T. Gaddé, H1 #18 - Period II Sanctuary",,,,1938.5999.4646'141,1938.5999.4646'142,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'142 -object-id-4708.jpg"
4709,"H1 T. Gaddé, #19 - walls",,,,1938.5999.4646'140,1938.5999.4646'141,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'141 -object-id-4709.jpg"
4710,"H1 T. Gaddé, #16 - Period III Sanctuary & Houses",,,,1938.5999.4646'139,1938.5999.4646'140,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'140 -object-id-4710.jpg"
4711,"H1 T. Gaddé, Gaddé #1 - plan of rooms",,,,1938.5999.4646'138,1938.5999.4646'139,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'139 -object-id-4711.jpg"
4712,"H1 T. Gaddé, Gaddé #3 - section H, block 1 & plan",,,,1938.5999.4646'137,1938.5999.4646'138,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'138 -object-id-4712.jpg"
4713,"B3 T. Zeus Theos, Z. Theos #2 - graph",,,,1938.5999.4646'136,1938.5999.4646'137,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'137 -object-id-4713.jpg"
4714,"H1 T. Gaddé, Gaddé #9 - sketch of columns",,,,1938.5999.4646'133,1938.5999.4646'136,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'136 -object-id-4714.jpg"
4715,"H2 T. Atargatis, ATGAR #3 - ink overview",,,,1938.5999.4646'132,1938.5999.4646'133,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'133 -object-id-4715.jpg"
4716,"H1 T. Gaddé, Gaddé #2 - plan of rooms with large basins, etc.",,,,1938.5999.4646'131,1938.5999.4646'132,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'132 -object-id-4716.jpg"
4717,"H1-3 - Sketches of columns, details and reliefs",,,,1938.5999.4646'130,1938.5999.4646'131,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'131 -object-id-4717.jpg"
4718,H1-7 Altar Niche - Capital Sketch,,,,1938.5999.4646'129,1938.5999.4646'130,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'130 -object-id-4718.jpg"
4719,"H1 T. Gaddé, Gaddé #10 - niches, north wall",,,,1938.5999.4646'128,1938.5999.4646'129,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'129 -object-id-4719.jpg"
4721,tribunal sketches,,,,1938.5999.4646'126,1938.5999.4646'127,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'127 -object-id-4721.jpg"
4722,tribunal sketches,,,,1938.5999.4646'125,1938.5999.4646'126,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'126 -object-id-4722.jpg"
4723,tribunal sketches,,,,1938.5999.4646'124,1938.5999.4646'125,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'125 -object-id-4723.jpg"
4724,tribunal sketches,,,,1938.5999.4646'123,1938.5999.4646'124,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'124 -object-id-4724.jpg"
4725,detail of tribunal,,,,1938.5999.4646'122,1938.5999.4646'123,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'123 -object-id-4725.jpg"
4726,detail of tribunal,,,,1938.5999.4646'121,1938.5999.4646'122,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'122 -object-id-4726.jpg"
4727,detail of tribunal,,,,1938.5999.4646'120,1938.5999.4646'121,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'121 -object-id-4727.jpg"
4728,"sketch of tribunal, upper left",,,,1938.5999.4646'119,1938.5999.4646'120,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'120 -object-id-4728.jpg"
4729,"sketch of tribunal, upper middle",,,,1938.5999.4646'118,1938.5999.4646'119,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'119 -object-id-4729.jpg"
4730,"sketch of tribunal, upper right",,,,1938.5999.4646'116,1938.5999.4646'118,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'118 -object-id-4730.jpg"
4731,"sketch of tribunal, bottom middle",,,,1938.5999.4646'117,1938.5999.4646'116,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'116 -object-id-4731.jpg"
4732,"sketch of tribunal, bottom right",,,,1938.5999.4646'115,1938.5999.4646'117,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'117 -object-id-4732.jpg"
4733,color sketch of snakes and person to right of door,,,,1938.5999.4646'113,1938.5999.4646'114,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'114 -object-id-4733.jpg"
4734,"sketch of tribunal, bottom left",,,,1938.5999.4646'114,1938.5999.4646'115,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'115 -object-id-4734.jpg"
4735,"prelim sketch of people, animals etc. - S. wall b/t niche and door",,,,1938.5999.4646'112,1938.5999.4646'111,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'111 -object-id-4735.jpg"
4736,graffito in ink of bearded man,,,,1938.5999.4646'111,1938.5999.4646'113,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'113 -object-id-4736.jpg"
4737,person holding chalice #89,,,,1938.5999.4646'109,1938.5999.4646'112,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'112 -object-id-4737.jpg"
4738,man with sword and shield next to boy,,,,1938.5999.4646'110,1938.5999.4646'109,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'109 -object-id-4738.jpg"
4739,prelim sketch for painting - man with sword and shield on orb,,,,1938.5999.4646'108,1938.5999.4646'110,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'110 -object-id-4739.jpg"
4740,sketch for painting of lower body of man standing on orb,,,,1938.5999.4646'106,1938.5999.4646'107,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'107 -object-id-4740.jpg"
4741,sketch for painting of lower body of man standing on orb,,,,1938.5999.4646'107,1938.5999.4646'108,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'108 -object-id-4741.jpg"
4742,"N wall, upper right part of left panel",,,,1938.5999.4646'105,1938.5999.4646'106,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'106 -object-id-4742.jpg"
4743,"N wall, lower right part of left panel",,,,1938.5999.4646'104,1938.5999.4646'105,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'105 -object-id-4743.jpg"
4744,"sketch of N wall painting, 7th part",,,,1938.5999.4646'103,1938.5999.4646'104,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'104 -object-id-4744.jpg"
4745,"sketch of N wall painting, 7th and 8th part",,,,1938.5999.4646'102,1938.5999.4646'103,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'103 -object-id-4745.jpg"
4746,"sketch of N wall painting, 5th and 6th part",,,,1938.5999.4646'101,1938.5999.4646'102,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'102 -object-id-4746.jpg"
4747,"sketch of N wall painting, 4th part",,,,1938.5999.4646'099,1938.5999.4646'101,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'101 -object-id-4747.jpg"
4748,"sketch of N wall painting, 2nd and 3rd part",,,,1938.5999.4646'098,1938.5999.4646'099,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'099 -object-id-4748.jpg"
4749,"sketch of N wall painting, 1st part",,,,1938.5999.4646'097,1938.5999.4646'098,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'098 -object-id-4749.jpg"
4750,color code for drawing,,,,1938.5999.4646'096,1938.5999.4646'097,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'097 -object-id-4750.jpg"
4752,"prelim sketch no. 20, north wall entrance hall, right",,,,1938.5999.4646'094,1938.5999.4646'095,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'095 -object-id-4752.jpg"
4753,"prelim sketch no. 21, north wall entrance hall",,,,1938.5999.4646'093,1938.5999.4646'094,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'094 -object-id-4753.jpg"
4754,"prelim sketch no. 206, left wall entrance hall",,,,1938.5999.4646'092,1938.5999.4646'093,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'093 -object-id-4754.jpg"
4755,"prelim sketch no. 16, left wall entrance hall",,,,1938.5999.4646'091,1938.5999.4646'092,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'092 -object-id-4755.jpg"
4756,"prelim sketch no. 14, left wall entrance hall",,,,1938.5999.4646'090,1938.5999.4646'091,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'091 -object-id-4756.jpg"
4757,"prelim sketch no. 15, left wall entrance hall",,,,1938.5999.4646'09,1938.5999.4646'090,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'090 -object-id-4757.jpg"
4760,paintings at entrance hall fresco #3,,,,1938.5999.4646'087,1938.5999.4646'088,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'088 -object-id-4760.jpg"
4761,"paintings at entrance hall - charcoal drawing part 1, upper left",,,,1938.5999.4646'086,1938.5999.4646'087,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'087 -object-id-4761.jpg"
4762,"paintings at entrance hall - charcoal drawing part 1, upper right",,,,1938.5999.4646'085,1938.5999.4646'086,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'086 -object-id-4762.jpg"
4763,"paintings at entrance hall - charcoal drawing part 1, lower right",,,,1938.5999.4646'084,1938.5999.4646'085,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'085 -object-id-4763.jpg"
4764,"paintings at entrance hall - charcoal drawing part 1, lower left",,,,1938.5999.4646'083,1938.5999.4646'084,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'084 -object-id-4764.jpg"
4765,"inscriptions - Clemont, pp 361-2",,,,1938.5999.4646'081,1938.5999.4646'083,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'083 -object-id-4765.jpg"
4766,drawing of walls (cartoonish),,,,1938.5999.4646'082,1938.5999.4646'081,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'081 -object-id-4766.jpg"
4767,"walls of building, neg. print",,,,1938.5999.4646'078,1938.5999.4646'08,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'08 -object-id-4767.jpg"
4768,"L8 tychaeum, rep. III, plate III",,,,1938.5999.4646'08,1938.5999.4646'080,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'080 -object-id-4768.jpg"
4769,"preliminary drawing of Dura map, taken from aerial photo",,,,1938.5999.4646'079,1938.5999.4646'078,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'078 -object-id-4769.jpg"
4770,preliminary drawing of terentius tribunal painting and surrounds,,,,1938.5999.4646'077,1938.5999.4646'079,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'079 -object-id-4770.jpg"
4771,charcoal sketch of niche,,,,1938.5999.4646'076,1938.5999.4646'077,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'077 -object-id-4771.jpg"
4772,"heights of walls in a room, pl. CII",,,,1938.5999.4646'075,1938.5999.4646'076,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'076 -object-id-4772.jpg"
4774,floor depths,,,,1938.5999.4646'073,1938.5999.4646'074,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'074 -object-id-4774.jpg"
4775,"charcoal drawing, front view of statuette",,,,1938.5999.4646'071,1938.5999.4646'073,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'073 -object-id-4775.jpg"
4776,plan?,,,,1938.5999.4646'072,1938.5999.4646'071,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'071 -object-id-4776.jpg"
4777,"charcoal drawing, left profile of statuette",,,,1938.5999.4646'070,1938.5999.4646'072,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'072 -object-id-4777.tif"
4778,cross section of building blocks neg. print,,,,1938.5999.4646'068,1938.5999.4646'07,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'07 -object-id-4778.jpg"
4779,plan CIII,,,,1938.5999.4646'07,1938.5999.4646'070,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'070 -object-id-4779.jpg"
4780,plan CI,,,,1938.5999.4646'067,1938.5999.4646'069,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'069 -object-id-4780.jpg"
4781,sketch of lintels,,,,1938.5999.4646'069,1938.5999.4646'068,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'068 -object-id-4781.jpg"
4782,plan of citadel building,,,,1938.5999.4646'065,1938.5999.4646'067,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'067 -object-id-4782.jpg"
4783,plan of citadel,,,,1938.5999.4646'066,1938.5999.4646'065,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'065 -object-id-4783.jpg"
4784,sites along the Euphrates,,,,1938.5999.4646'064,1938.5999.4646'066,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'066 -object-id-4784.jpg"
4785,sketch of a wall before restoration,,,,1938.5999.4646'063,1938.5999.4646'064,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'064 -object-id-4785.jpg"
4786,sketch of enclosure north face with colonnade,,,,1938.5999.4646'062,1938.5999.4646'063,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'063 -object-id-4786.jpg"
4787,preliminary sketch of walls around Dura,,,,1938.5999.4646'061,1938.5999.4646'062,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'062 -object-id-4787.jpg"
4788,preliminary sketch of painting,,,,1938.5999.4646'060,1938.5999.4646'061,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'061 -object-id-4788.jpg"
4789,partially dressed female figure,,,,1938.5999.4646'06,1938.5999.4646'060,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'060 -object-id-4789.jpg"
4790,"cross section of column, neg. print",,,,1938.5999.4646'059,1938.5999.4646'06,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'06 -object-id-4790.jpg"
4791,drawings of reliefs,,,,1938.5999.4646'057,1938.5999.4646'059,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'059 -object-id-4791.jpg"
4792,topographic sketch of sites along Euphrates,,,,1938.5999.4646'056,1938.5999.4646'057,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'057 -object-id-4792.jpg"
4793,topographic sketch of sites,,,,1938.5999.4646'055,1938.5999.4646'056,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'056 -object-id-4793.jpg"
4794,topographic sketch of sites,,,,1938.5999.4646'054,1938.5999.4646'055,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'055 -object-id-4794.jpg"
4795,"topographic sketch of sites, S. Rabou-Kemal",,,,1938.5999.4646'052,1938.5999.4646'054,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'054 -object-id-4795.jpg"
4798,"cellophane relief drawing, partial face and hand",,,,1938.5999.4646'050,1938.5999.4646'053,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'053 -object-id-4798.jpg"
4801,clay lamp,,,,1930.647,1931'495~01,"Dura-Europos archival photograph, YUAG negative number 1931'495~01 -object-id-4801.jpg"
4802,Small Decorated Lamp,,,,1933.354,1933'356~01,"Dura-Europos archival photograph, YUAG negative number 1933'356~01 -object-id-4802.jpg"
4803,SW angle #13,,,,1938.5999.4646'049,1938.5999.4646'05,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'05 -object-id-4803.jpg"
4804,"Zeus Meg #3, Pd. 5, neg. print",,,,1938.5999.4646'046,1938.5999.4646'048,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'048 -object-id-4804.jpg"
4805,"C-4 Zeus Meg. #36, pd. 3, neg. print",,,,1938.5999.4646'048,1938.5999.4646'047,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'047 -object-id-4805.jpg"
4806,"facades of buildings, neg. print",,,,1938.5999.4646'044,1938.5999.4646'045,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'045 -object-id-4806.jpg"
4807,"early foundations of buildings, neg. print",,,,1938.5999.4646'045,1938.5999.4646'046,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'046 -object-id-4807.jpg"
4808,"plan, with wall extensions shown, neg. print",,,,1938.5999.4646'043,1938.5999.4646'044,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'044 -object-id-4808.jpg"
4809,"Period III section A-A, B-B, neg. print",,,,1938.5999.4646'042,1938.5999.4646'043,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'043 -object-id-4809.jpg"
4810,"wall placements, neg. print",,,,1938.5999.4646'04,1938.5999.4646'041,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'041 -object-id-4810.jpg"
4811,"arch. plan w/ different types of walls, neg. print",,,,1938.5999.4646'041,1938.5999.4646'042,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'042 -object-id-4811.jpg"
4812,"Zeus Meg #22 - earliest buildings on site, neg. print",,,,1938.5999.4646'039,1938.5999.4646'040,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'040 -object-id-4812.jpg"
4813,SW angle #12 at time of siege,,,,1938.5999.4646'040,1938.5999.4646'04,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'04 -object-id-4813.jpg"
4814,"Zeus Meg #24 column types, neg. print",,,,1938.5999.4646'037,1938.5999.4646'038,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'038 -object-id-4814.jpg"
4815,"Zeus Meg #43 labeled plan, neg. print",,,,1938.5999.4646'038,1938.5999.4646'039,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'039 -object-id-4815.jpg"
4816,"Zeus Meg #49 (? - number partially cut off) - isometric plan, neg. print",,,,1938.5999.4646'034,1938.5999.4646'036,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'036 -object-id-4816.jpg"
4817,"3D plan w/ people at religious ceremony, neg. print",,,,1938.5999.4646'036,1938.5999.4646'037,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'037 -object-id-4817.jpg"
4818,"Zeus Meg #1 - isometric, neg. print",,,,1938.5999.4646'035,1938.5999.4646'034,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'034 -object-id-4818.jpg"
4819,"Zeus Meg #14 - elevation, neg. print",,,,1938.5999.4646'032,1938.5999.4646'035,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'035 -object-id-4819.jpg"
4820,"second level plan - no detail except stone walls, neg. print",,,,1938.5999.4646'030,1938.5999.4646'033,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'033 -object-id-4820.jpg"
4821,"third level plan, neg. print",,,,1938.5999.4646'033,1938.5999.4646'032,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'032 -object-id-4821.jpg"
4822,"first level plan w/out numbers, neg. print",,,,1938.5999.4646'03,1938.5999.4646'031,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'031 -object-id-4822.jpg"
4823,"block plan of building, neg. print",,,,1938.5999.4646'031,1938.5999.4646'030,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'030 -object-id-4823.jpg"
4824,Cellophane relief #21,,,,1938.5999.4646'029,1938.5999.4646'03,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'03 -object-id-4824.jpg"
4825,"block plan of building and numbered rooms, neg. print",,,,1938.5999.4646'028,1938.5999.4646'029,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'029 -object-id-4825.jpg"
4826,"3-D figures in courtyard with shadowing, neg. print",,,,1938.5999.4646'027,1938.5999.4646'028,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'028 -object-id-4826.jpg"
4827,"D1-LYS #2 plan of block, neg. print",,,,1938.5999.4646'026,1938.5999.4646'027,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'027 -object-id-4827.jpg"
4828,"D1-8 upstairs pattern of painted door jamb, neg. print",,,,1938.5999.4646'025,1938.5999.4646'026,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'026 -object-id-4828.jpg"
4829,"D1-9 upstairs portions of painted plaster cornices (full scale), neg. print",,,,1938.5999.4646'023,1938.5999.4646'025,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'025 -object-id-4829.jpg"
4830,"isometric of courtyard with 3-D figures, neg. print",,,,1938.5999.4646'022,1938.5999.4646'023,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'023 -object-id-4830.jpg"
4831,"isometric of courtyard with 3-D figures, neg. print",,,,1938.5999.4646'021,1938.5999.4646'022,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'022 -object-id-4831.jpg"
4832,"cut away of building from above, neg. print",,,,1938.5999.4646'020,1938.5999.4646'021,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'021 -object-id-4832.jpg"
4833,"isometric of building from above, neg. print",,,,1938.5999.4646'02,1938.5999.4646'020,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'020 -object-id-4833.jpg"
4834,Cellophane Poithania,,,,1938.5999.4646'019,1938.5999.4646'02,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'02 -object-id-4834.jpg"
4835,"isometric of courtyard, neg. print",,,,1938.5999.4646'018,1938.5999.4646'019,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'019 -object-id-4835.jpg"
4836,"isometric of courtyard, neg. print",,,,1938.5999.4646'017,1938.5999.4646'018,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'018 -object-id-4836.jpg"
4837,"D-1 LYS N20, neg. print - isometric",,,,1938.5999.4646'016,1938.5999.4646'017,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'017 -object-id-4837.jpg"
4838,"building placement, neg. print",,,,1938.5999.4646'015,1938.5999.4646'016,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'016 -object-id-4838.jpg"
4839,"D-1 LYS N14, neg. print - elevation",,,,1938.5999.4646'012,1938.5999.4646'015,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'015 -object-id-4839.jpg"
4840,"D-1 LYS N11, neg. print - elevation",,,,1938.5999.4646'011,1938.5999.4646'012,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'012 -object-id-4840.jpg"
4841,"D-1 LYS N10, neg. print - elevation",,,,1938.5999.4646'010,1938.5999.4646'011,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'011 -object-id-4841.jpg"
4842,"D-1 LYS N9, neg. print - column placements",,,,1938.5999.4646'01,1938.5999.4646'010,"Dura-Europos archival photograph, YUAG negative number 1938.5999.4646'010 -object-id-4842.jpg"
4844,Bronze Scales (3 scales),,,,1938.3976,1938'3978~01,"Dura-Europos archival photograph, YUAG negative number 1938'3978~01 -object-id-4844.jpg"
4845,Pierced Bronze Strap Ornament,,,,1938.2095,1938'3323~01,"Dura-Europos archival photograph, YUAG negative number 1938'3323~01 -object-id-4845.jpg"
4850,Thirteen potsherds,,,,1938.5999.420,1938'5999'423'1-13~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'423'1-13~01 -object-id-4850.jpg"
4852,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.419,1938'5999'421~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'421~01 -object-id-4852.jpg"
4853,Dura Europos (Salahiyeh) Excavation Photo,,,,,1938'5999'420~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'420~01 -object-id-4853.jpg"
4854,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.418,1938'5999'419~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'419~01 -object-id-4854.jpg"
4855,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.417,1938'5999'418~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'418~01 -object-id-4855.jpg"
4856,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.414,1938'5999'416~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'416~01 -object-id-4856.jpg"
4857,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.416,1938'5999'417~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'417~01 -object-id-4857.jpg"
4858,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.413,1938'5999'415~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'415~01 -object-id-4858.jpg"
4859,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.415,1938'5999'414~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'414~01 -object-id-4859.jpg"
4860,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.411,1938'5999'412~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'412~01 -object-id-4860.jpg"
4861,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.412,1938'5999'413~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'413~01 -object-id-4861.jpg"
4862,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.408,1938'5999'410~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'410~01 -object-id-4862.jpg"
4863,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.410,1938'5999'411~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'411~01 -object-id-4863.jpg"
4864,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.407,1938'5999'409~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'409~01 -object-id-4864.jpg"
4865,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.409,1938'5999'408~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'408~01 -object-id-4865.jpg"
4866,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.404,1938'5999'406~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'406~01 -object-id-4866.jpg"
4867,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.406,1938'5999'407~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'407~01 -object-id-4867.jpg"
4868,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.405,1938'5999'404~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'404~01 -object-id-4868.jpg"
4869,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.402,1938'5999'405~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'405~01 -object-id-4869.jpg"
4870,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.401,1938'5999'403~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'403~01 -object-id-4870.jpg"
4871,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.403,1938'5999'402~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'402~01 -object-id-4871.jpg"
4872,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.400,1938'5999'401~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'401~01 -object-id-4872.jpg"
4873,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.399,1938'5999'400~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'400~01 -object-id-4873.jpg"
4874,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.398,1938'5999'399~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'399~01 -object-id-4874.jpg"
