object_id,name,location_label,location_name,type,accession,negative_number,upload_fname
4875,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.396,1938'5999'398~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'398~01 -object-id-4875.jpg"
4876,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.397,1938'5999'396~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'396~01 -object-id-4876.jpg"
4877,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.394,1938'5999'397~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'397~01 -object-id-4877.jpg"
4878,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.392,1938'5999'395~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'395~01 -object-id-4878.jpg"
4879,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.395,1938'5999'394~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'394~01 -object-id-4879.jpg"
4880,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.391,1938'5999'393~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'393~01 -object-id-4880.jpg"
4881,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.393,1938'5999'392~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'392~01 -object-id-4881.jpg"
4882,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.390,1938'5999'391~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'391~01 -object-id-4882.jpg"
4883,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.389,1938'5999'390~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'390~01 -object-id-4883.jpg"
4884,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.388,1938'5999'389~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'389~01 -object-id-4884.jpg"
4885,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.387,1938'5999'388~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'388~01 -object-id-4885.jpg"
4886,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.384,1938'5999'386~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'386~01 -object-id-4886.jpg"
4887,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.386,1938'5999'387~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'387~01 -object-id-4887.jpg"
4888,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.382,1938'5999'385~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'385~01 -object-id-4888.jpg"
4889,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.385,1938'5999'384~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'384~01 -object-id-4889.jpg"
4890,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.381,1938'5999'383~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'383~01 -object-id-4890.jpg"
4891,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.383,1938'5999'382~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'382~01 -object-id-4891.jpg"
4892,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.380,1938'5999'381~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'381~01 -object-id-4892.jpg"
4893,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.379,1938'5999'380~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'380~01 -object-id-4893.jpg"
4894,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.378,1938'5999'379~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'379~01 -object-id-4894.jpg"
4895,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.377,1938'5999'378~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'378~01 -object-id-4895.jpg"
4896,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.376,1938'5999'377~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'377~01 -object-id-4896.jpg"
4897,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.375,1938'5999'376~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'376~01 -object-id-4897.jpg"
4898,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.374,1938'5999'375~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'375~01 -object-id-4898.jpg"
4899,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.372,1938'5999'374~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'374~01 -object-id-4899.jpg"
4900,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.371,1938'5999'373~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'373~01 -object-id-4900.jpg"
4901,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.373,1938'5999'372~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'372~01 -object-id-4901.jpg"
4902,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.370,1938'5999'371~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'371~01 -object-id-4902.jpg"
4903,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.369,1938'5999'370~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'370~01 -object-id-4903.jpg"
4904,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.368,1938'5999'369~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'369~01 -object-id-4904.jpg"
4905,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.367,1938'5999'368~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'368~01 -object-id-4905.jpg"
4906,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.366,1938'5999'367~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'367~01 -object-id-4906.jpg"
4907,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.365,1938'5999'366~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'366~01 -object-id-4907.jpg"
4908,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.364,1938'5999'365~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'365~01 -object-id-4908.jpg"
4909,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.363,1938'5999'364~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'364~01 -object-id-4909.jpg"
4910,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.362,1938'5999'363~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'363~01 -object-id-4910.jpg"
4911,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.361,1938'5999'362~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'362~01 -object-id-4911.jpg"
4912,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.360,1938'5999'361~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'361~01 -object-id-4912.jpg"
4913,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.359,1938'5999'360~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'360~01 -object-id-4913.jpg"
4914,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.358,1938'5999'359~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'359~01 -object-id-4914.jpg"
4915,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.357,1938'5999'358~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'358~01 -object-id-4915.jpg"
4916,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.356,1938'5999'357~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'357~01 -object-id-4916.jpg"
4917,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.355,1938'5999'356~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'356~01 -object-id-4917.jpg"
4918,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.354,1938'5999'355~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'355~01 -object-id-4918.jpg"
4919,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.353,1938'5999'354~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'354~01 -object-id-4919.jpg"
4920,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.352,1938'5999'353~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'353~01 -object-id-4920.jpg"
4921,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.351,1938'5999'352~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'352~01 -object-id-4921.jpg"
4922,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.350,1938'5999'351~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'351~01 -object-id-4922.jpg"
4923,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.349,1938'5999'350~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'350~01 -object-id-4923.jpg"
4924,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.348,1938'5999'349~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'349~01 -object-id-4924.jpg"
4925,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.346,1938'5999'348~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'348~01 -object-id-4925.jpg"
4926,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.344,1938'5999'347,"Dura-Europos archival photograph, YUAG negative number 1938'5999'347 -object-id-4926.jpg"
4927,Dura Europos (Salahiyeh) Excavation Photo,,,,1938'5999.347,1938'5999'346~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'346~01 -object-id-4927.jpg"
4928,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.343,1938'5999'345~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'345~01 -object-id-4928.jpg"
4929,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.345,1938'5999'344~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'344~01 -object-id-4929.jpg"
4930,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.327,1938'5999'330ab~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'330ab~01 -object-id-4930.jpg"
4931,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.330ab,1938'5999'343~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'343~01 -object-id-4931.jpg"
4932,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.326,1938'5999'327~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'327~01 -object-id-4932.jpg"
4933,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.325,1938'5999'326~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'326~01 -object-id-4933.jpg"
4934,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.324,1938'5999'325~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'325~01 -object-id-4934.jpg"
4935,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.222,1938'5999'324~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'324~01 -object-id-4935.jpg"
4936,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.320,1938'5999'323~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'323~01 -object-id-4936.jpg"
4937,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.323,1938'5999'322~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'322~01 -object-id-4937.jpg"
4938,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.319,1938'5999'321~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'321~01 -object-id-4938.jpg"
4939,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.321,1938'5999'320~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'320~01 -object-id-4939.jpg"
4940,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.318,1938'5999'319~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'319~01 -object-id-4940.jpg"
4941,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.315,1938'5999'318~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'318~01 -object-id-4941.jpg"
4942,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.314,1938'5999'315~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'315~01 -object-id-4942.jpg"
4943,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.313,1938'5999'314~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'314~01 -object-id-4943.jpg"
4944,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.312,1938'5999'313~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'313~01 -object-id-4944.jpg"
4945,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.311,1938'5999'312~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'312~01 -object-id-4945.jpg"
4946,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.310,1938'5999'311~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'311~01 -object-id-4946.jpg"
4947,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.309,1938'5999'310~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'310~01 -object-id-4947.jpg"
4948,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.308,1938'5999'309~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'309~01 -object-id-4948.jpg"
4949,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.306,1938'5999'308~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'308~01 -object-id-4949.jpg"
4950,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.305,1938'5999'307~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'307~01 -object-id-4950.jpg"
4952,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.304,1938'5999'305~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'305~01 -object-id-4952.jpg"
4953,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.303,1938'5999'304~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'304~01 -object-id-4953.jpg"
4954,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.302,1938'5999'303~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'303~01 -object-id-4954.jpg"
4955,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.301,1938'5999'302~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'302~01 -object-id-4955.jpg"
4956,Bent iron rod,,,,1938.5999.300,1938'5999'301~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'301~01 -object-id-4956.jpg"
4957,Handle (?),,,,1938.5999.299,1938'5999'300~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'300~01 -object-id-4957.jpg"
4958,L-hook,,,,1938.5999.298,1938'5999'299~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'299~01 -object-id-4958.jpg"
4960,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.295,1938'5999'297~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'297~01 -object-id-4960.jpg"
4961,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.293,1938'5999'296~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'296~01 -object-id-4961.jpg"
4962,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.296,1938'5999'295~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'295~01 -object-id-4962.jpg"
4963,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.292,1938'5999'294~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'294~01 -object-id-4963.jpg"
4964,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.294,1938'5999'293~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'293~01 -object-id-4964.jpg"
4965,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.291,1938'5999'292~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'292~01 -object-id-4965.jpg"
4966,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.290,1938'5999'291~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'291~01 -object-id-4966.jpg"
4967,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.289,1938'5999'290~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'290~01 -object-id-4967.jpg"
4968,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.289,1938'5999'289b~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'289b~01 -object-id-4968.jpg"
4969,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.288,1938'5999'289a~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'289a~01 -object-id-4969.jpg"
4970,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.286,1938'5999'288~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'288~01 -object-id-4970.jpg"
4971,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.285,1938'5999'287~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'287~01 -object-id-4971.jpg"
4972,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.287,1938'5999'286~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'286~01 -object-id-4972.jpg"
4973,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.284,1938'5999'285~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'285~01 -object-id-4973.jpg"
4974,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.283,1938'5999'284~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'284~01 -object-id-4974.jpg"
4975,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.282,1938'5999'283~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'283~01 -object-id-4975.jpg"
4976,Dura Europos (Salahiyeh) Excavation Photo,,,,1938.5999.280,1938'5999'282~01,"Dura-Europos archival photograph, YUAG negative number 1938'5999'282~01 -object-id-4976.jpg"
